,0
26839,"{'label': 'NEU', 'score': 0.9222235083580017}"
26840,"{'label': 'NEU', 'score': 0.5912252068519592}"
26841,"{'label': 'NEG', 'score': 0.9290380477905273}"
26842,"{'label': 'NEU', 'score': 0.6939188838005066}"
26843,"{'label': 'POS', 'score': 0.6152724027633667}"
26844,"{'label': 'POS', 'score': 0.6617218255996704}"
26845,"{'label': 'POS', 'score': 0.6239513754844666}"
26846,"{'label': 'POS', 'score': 0.5411953330039978}"
26847,"{'label': 'POS', 'score': 0.9219046831130981}"
26848,"{'label': 'POS', 'score': 0.9608796238899231}"
26849,"{'label': 'NEU', 'score': 0.94404536485672}"
26850,"{'label': 'NEU', 'score': 0.9546516537666321}"
26851,"{'label': 'POS', 'score': 0.7716901302337646}"
26852,"{'label': 'NEU', 'score': 0.6400831341743469}"
26853,"{'label': 'NEU', 'score': 0.6486525535583496}"
26854,"{'label': 'NEU', 'score': 0.9738131761550903}"
26855,"{'label': 'NEU', 'score': 0.9634463787078857}"
26856,"{'label': 'NEU', 'score': 0.8311306238174438}"
26857,"{'label': 'POS', 'score': 0.7323979735374451}"
26858,"{'label': 'POS', 'score': 0.9912906885147095}"
26859,"{'label': 'NEU', 'score': 0.7982734441757202}"
26860,"{'label': 'NEU', 'score': 0.8926938772201538}"
26861,"{'label': 'NEG', 'score': 0.9347745776176453}"
26862,"{'label': 'NEU', 'score': 0.8639947772026062}"
26863,"{'label': 'NEU', 'score': 0.9355939030647278}"
26864,"{'label': 'NEU', 'score': 0.9429040551185608}"
26865,"{'label': 'POS', 'score': 0.7041032910346985}"
26866,"{'label': 'NEU', 'score': 0.8639947772026062}"
26867,"{'label': 'NEU', 'score': 0.9648623466491699}"
26868,"{'label': 'NEU', 'score': 0.8639947772026062}"
26869,"{'label': 'NEU', 'score': 0.6349433064460754}"
26870,"{'label': 'NEU', 'score': 0.8639947772026062}"
26871,"{'label': 'POS', 'score': 0.862209141254425}"
26872,"{'label': 'NEU', 'score': 0.9429040551185608}"
26873,"{'label': 'NEU', 'score': 0.6500148177146912}"
26874,"{'label': 'NEU', 'score': 0.9055237174034119}"
26875,"{'label': 'NEU', 'score': 0.9210647344589233}"
26876,"{'label': 'NEU', 'score': 0.9606451392173767}"
26877,"{'label': 'NEU', 'score': 0.952413022518158}"
26878,"{'label': 'NEU', 'score': 0.8772873282432556}"
26879,"{'label': 'NEU', 'score': 0.9399431347846985}"
26880,"{'label': 'NEG', 'score': 0.9647663831710815}"
26881,"{'label': 'NEU', 'score': 0.9501160383224487}"
26882,"{'label': 'NEG', 'score': 0.938421905040741}"
26883,"{'label': 'NEU', 'score': 0.7980122566223145}"
26884,"{'label': 'NEU', 'score': 0.8134240508079529}"
26885,"{'label': 'POS', 'score': 0.789875864982605}"
26886,"{'label': 'NEU', 'score': 0.8975160717964172}"
26887,"{'label': 'NEU', 'score': 0.6579516530036926}"
26888,"{'label': 'NEU', 'score': 0.9443709254264832}"
26889,"{'label': 'NEU', 'score': 0.9615610837936401}"
26890,"{'label': 'NEU', 'score': 0.8887069225311279}"
26891,"{'label': 'NEU', 'score': 0.7737891674041748}"
26892,"{'label': 'NEU', 'score': 0.9442664384841919}"
26893,"{'label': 'POS', 'score': 0.9729885458946228}"
26894,"{'label': 'NEU', 'score': 0.9744720458984375}"
26895,"{'label': 'POS', 'score': 0.500687837600708}"
26896,"{'label': 'NEU', 'score': 0.9628124237060547}"
26897,"{'label': 'NEU', 'score': 0.8215110898017883}"
26898,"{'label': 'POS', 'score': 0.9703214168548584}"
26899,"{'label': 'NEG', 'score': 0.7721505165100098}"
26900,"{'label': 'NEU', 'score': 0.9380330443382263}"
26901,"{'label': 'NEU', 'score': 0.8194831609725952}"
26902,"{'label': 'NEU', 'score': 0.9673956632614136}"
26903,"{'label': 'NEU', 'score': 0.9720516204833984}"
26904,"{'label': 'NEU', 'score': 0.9647236466407776}"
26905,"{'label': 'NEU', 'score': 0.8727478384971619}"
26906,"{'label': 'NEU', 'score': 0.9638062119483948}"
26907,"{'label': 'NEU', 'score': 0.7034645080566406}"
26908,"{'label': 'NEU', 'score': 0.973311722278595}"
26909,"{'label': 'POS', 'score': 0.9547057747840881}"
26910,"{'label': 'NEU', 'score': 0.8516225218772888}"
26911,"{'label': 'NEU', 'score': 0.9376105070114136}"
26912,"{'label': 'NEU', 'score': 0.8968756794929504}"
26913,"{'label': 'NEG', 'score': 0.9220634698867798}"
26914,"{'label': 'NEU', 'score': 0.9155465960502625}"
26915,"{'label': 'NEU', 'score': 0.952413022518158}"
26916,"{'label': 'NEU', 'score': 0.8380742073059082}"
26917,"{'label': 'NEU', 'score': 0.9771320223808289}"
26918,"{'label': 'POS', 'score': 0.900975227355957}"
26919,"{'label': 'NEU', 'score': 0.952413022518158}"
26920,"{'label': 'NEU', 'score': 0.954305112361908}"
26921,"{'label': 'NEU', 'score': 0.9714222550392151}"
26922,"{'label': 'NEU', 'score': 0.626705527305603}"
26923,"{'label': 'NEU', 'score': 0.9409088492393494}"
26924,"{'label': 'NEU', 'score': 0.9466568827629089}"
26925,"{'label': 'NEU', 'score': 0.9566515684127808}"
26926,"{'label': 'NEU', 'score': 0.9383288025856018}"
26927,"{'label': 'NEU', 'score': 0.9657005667686462}"
26928,"{'label': 'NEU', 'score': 0.5499294400215149}"
26929,"{'label': 'NEU', 'score': 0.8961328268051147}"
26930,"{'label': 'NEU', 'score': 0.8029049634933472}"
26931,"{'label': 'NEU', 'score': 0.952413022518158}"
26932,"{'label': 'NEU', 'score': 0.6855855584144592}"
26933,"{'label': 'NEG', 'score': 0.7853386998176575}"
26934,"{'label': 'POS', 'score': 0.9536706209182739}"
26935,"{'label': 'NEU', 'score': 0.9542794823646545}"
26936,"{'label': 'NEU', 'score': 0.9600051045417786}"
26937,"{'label': 'NEG', 'score': 0.6781337857246399}"
26938,"{'label': 'POS', 'score': 0.8422296047210693}"
26939,"{'label': 'NEU', 'score': 0.951363742351532}"
26940,"{'label': 'NEU', 'score': 0.6176232099533081}"
26941,"{'label': 'NEU', 'score': 0.9481894373893738}"
26942,"{'label': 'NEU', 'score': 0.9681901931762695}"
26943,"{'label': 'NEU', 'score': 0.7242220640182495}"
26944,"{'label': 'NEU', 'score': 0.9237715601921082}"
26945,"{'label': 'NEU', 'score': 0.9628322124481201}"
26946,"{'label': 'NEU', 'score': 0.9523393511772156}"
26947,"{'label': 'NEU', 'score': 0.9653741717338562}"
26948,"{'label': 'NEU', 'score': 0.9288327693939209}"
26949,"{'label': 'NEU', 'score': 0.928723931312561}"
26950,"{'label': 'NEU', 'score': 0.8972168564796448}"
26951,"{'label': 'NEG', 'score': 0.9398943781852722}"
26952,"{'label': 'NEU', 'score': 0.8147090077400208}"
26953,"{'label': 'NEU', 'score': 0.9731778502464294}"
26954,"{'label': 'NEU', 'score': 0.7879167199134827}"
26955,"{'label': 'NEU', 'score': 0.8580277562141418}"
26956,"{'label': 'NEU', 'score': 0.9309147596359253}"
26957,"{'label': 'NEU', 'score': 0.6700738668441772}"
26958,"{'label': 'NEU', 'score': 0.8786032795906067}"
26959,"{'label': 'NEU', 'score': 0.9520456790924072}"
26960,"{'label': 'NEG', 'score': 0.7127769589424133}"
26961,"{'label': 'NEU', 'score': 0.5081533193588257}"
26962,"{'label': 'POS', 'score': 0.8022000789642334}"
26963,"{'label': 'NEU', 'score': 0.8293247818946838}"
26964,"{'label': 'NEU', 'score': 0.9190590977668762}"
26965,"{'label': 'NEU', 'score': 0.5076138377189636}"
26966,"{'label': 'POS', 'score': 0.5858238339424133}"
26967,"{'label': 'NEU', 'score': 0.9134851098060608}"
26968,"{'label': 'NEG', 'score': 0.8022850751876831}"
26969,"{'label': 'NEU', 'score': 0.5661651492118835}"
26970,"{'label': 'NEU', 'score': 0.9230985045433044}"
26971,"{'label': 'NEU', 'score': 0.9702426195144653}"
26972,"{'label': 'POS', 'score': 0.612703263759613}"
26973,"{'label': 'NEU', 'score': 0.88656085729599}"
26974,"{'label': 'NEU', 'score': 0.8547331690788269}"
26975,"{'label': 'NEU', 'score': 0.9735360741615295}"
26976,"{'label': 'NEU', 'score': 0.7742896676063538}"
26977,"{'label': 'NEG', 'score': 0.7659531831741333}"
26978,"{'label': 'POS', 'score': 0.9591519832611084}"
26979,"{'label': 'NEU', 'score': 0.5322608351707458}"
26980,"{'label': 'NEU', 'score': 0.8598068356513977}"
26981,"{'label': 'NEG', 'score': 0.5478261113166809}"
26982,"{'label': 'NEU', 'score': 0.932918906211853}"
26983,"{'label': 'NEU', 'score': 0.9399563074111938}"
26984,"{'label': 'NEU', 'score': 0.9650177359580994}"
26985,"{'label': 'NEU', 'score': 0.9548866152763367}"
26986,"{'label': 'NEU', 'score': 0.9585731625556946}"
26987,"{'label': 'NEU', 'score': 0.8022406101226807}"
26988,"{'label': 'NEU', 'score': 0.9358322024345398}"
26989,"{'label': 'NEU', 'score': 0.9323474764823914}"
26990,"{'label': 'NEG', 'score': 0.6815851330757141}"
26991,"{'label': 'POS', 'score': 0.5588741898536682}"
26992,"{'label': 'NEU', 'score': 0.7525905966758728}"
26993,"{'label': 'NEU', 'score': 0.9370282888412476}"
26994,"{'label': 'POS', 'score': 0.9337700009346008}"
26995,"{'label': 'NEU', 'score': 0.939280092716217}"
26996,"{'label': 'POS', 'score': 0.8892433643341064}"
26997,"{'label': 'NEU', 'score': 0.9534934163093567}"
26998,"{'label': 'NEU', 'score': 0.9676750898361206}"
26999,"{'label': 'NEU', 'score': 0.9185839891433716}"
27000,"{'label': 'NEU', 'score': 0.8573387861251831}"
27001,"{'label': 'NEU', 'score': 0.9438211917877197}"
27002,"{'label': 'NEG', 'score': 0.8709943294525146}"
27003,"{'label': 'NEG', 'score': 0.7424375414848328}"
27004,"{'label': 'NEU', 'score': 0.7997872829437256}"
27005,"{'label': 'NEU', 'score': 0.879326343536377}"
27006,"{'label': 'NEU', 'score': 0.949385404586792}"
27007,"{'label': 'NEU', 'score': 0.9278504848480225}"
27008,"{'label': 'NEU', 'score': 0.8586536049842834}"
27009,"{'label': 'NEU', 'score': 0.9597640037536621}"
27010,"{'label': 'POS', 'score': 0.9856464266777039}"
27011,"{'label': 'NEU', 'score': 0.833928108215332}"
27012,"{'label': 'NEU', 'score': 0.8805655241012573}"
27013,"{'label': 'POS', 'score': 0.5125426054000854}"
27014,"{'label': 'NEU', 'score': 0.9348462224006653}"
27015,"{'label': 'POS', 'score': 0.7530130743980408}"
27016,"{'label': 'NEU', 'score': 0.8639947772026062}"
27017,"{'label': 'NEU', 'score': 0.952413022518158}"
27018,"{'label': 'POS', 'score': 0.9453171491622925}"
27019,"{'label': 'NEU', 'score': 0.9724680781364441}"
27020,"{'label': 'NEU', 'score': 0.9520020484924316}"
27021,"{'label': 'NEU', 'score': 0.9181221127510071}"
27022,"{'label': 'NEU', 'score': 0.8960274457931519}"
27023,"{'label': 'NEU', 'score': 0.8817422986030579}"
27024,"{'label': 'NEU', 'score': 0.7180719375610352}"
27025,"{'label': 'NEU', 'score': 0.5739967823028564}"
27026,"{'label': 'NEU', 'score': 0.9685757756233215}"
27027,"{'label': 'NEU', 'score': 0.9071590900421143}"
27028,"{'label': 'NEG', 'score': 0.6095629930496216}"
27029,"{'label': 'NEU', 'score': 0.9570937752723694}"
27030,"{'label': 'NEU', 'score': 0.9489474296569824}"
27031,"{'label': 'NEU', 'score': 0.9614721536636353}"
27032,"{'label': 'NEU', 'score': 0.721686840057373}"
27033,"{'label': 'NEU', 'score': 0.9590728878974915}"
27034,"{'label': 'POS', 'score': 0.7250476479530334}"
27035,"{'label': 'NEG', 'score': 0.8155699968338013}"
27036,"{'label': 'NEU', 'score': 0.9639714956283569}"
27037,"{'label': 'NEU', 'score': 0.9120146632194519}"
27038,"{'label': 'NEU', 'score': 0.9454861283302307}"
27039,"{'label': 'NEU', 'score': 0.7299944758415222}"
27040,"{'label': 'NEU', 'score': 0.8338591456413269}"
27041,"{'label': 'NEU', 'score': 0.9408118724822998}"
27042,"{'label': 'NEU', 'score': 0.6255587935447693}"
27043,"{'label': 'NEG', 'score': 0.8515034317970276}"
27044,"{'label': 'NEU', 'score': 0.8301246762275696}"
27045,"{'label': 'NEU', 'score': 0.9549022316932678}"
27046,"{'label': 'NEU', 'score': 0.727520763874054}"
27047,"{'label': 'NEU', 'score': 0.8950580954551697}"
27048,"{'label': 'POS', 'score': 0.60820472240448}"
27049,"{'label': 'NEU', 'score': 0.9385247230529785}"
27050,"{'label': 'NEU', 'score': 0.8649789094924927}"
27051,"{'label': 'NEU', 'score': 0.9326728582382202}"
27052,"{'label': 'NEU', 'score': 0.974705159664154}"
27053,"{'label': 'NEU', 'score': 0.9674321413040161}"
27054,"{'label': 'NEU', 'score': 0.8959394693374634}"
27055,"{'label': 'NEU', 'score': 0.9258142113685608}"
27056,"{'label': 'NEU', 'score': 0.9434043169021606}"
27057,"{'label': 'NEU', 'score': 0.9427262544631958}"
27058,"{'label': 'NEU', 'score': 0.6573654413223267}"
27059,"{'label': 'NEG', 'score': 0.7703613042831421}"
27060,"{'label': 'NEU', 'score': 0.8787668347358704}"
27061,"{'label': 'NEU', 'score': 0.952413022518158}"
27062,"{'label': 'POS', 'score': 0.9078357219696045}"
27063,"{'label': 'NEU', 'score': 0.9645324349403381}"
27064,"{'label': 'NEU', 'score': 0.8080123662948608}"
27065,"{'label': 'NEU', 'score': 0.9717286825180054}"
27066,"{'label': 'NEG', 'score': 0.7317724823951721}"
27067,"{'label': 'POS', 'score': 0.5636345744132996}"
27068,"{'label': 'NEU', 'score': 0.9613081812858582}"
27069,"{'label': 'POS', 'score': 0.6767758131027222}"
27070,"{'label': 'NEU', 'score': 0.8546218872070312}"
27071,"{'label': 'NEU', 'score': 0.9725061058998108}"
27072,"{'label': 'NEG', 'score': 0.9611929655075073}"
27073,"{'label': 'NEG', 'score': 0.8440545797348022}"
27074,"{'label': 'NEU', 'score': 0.9096665382385254}"
27075,"{'label': 'NEG', 'score': 0.8482838869094849}"
27076,"{'label': 'NEU', 'score': 0.9692580103874207}"
27077,"{'label': 'NEU', 'score': 0.8432027697563171}"
27078,"{'label': 'NEU', 'score': 0.8703324794769287}"
27079,"{'label': 'NEU', 'score': 0.905297577381134}"
27080,"{'label': 'NEU', 'score': 0.9714122414588928}"
27081,"{'label': 'NEU', 'score': 0.9290686249732971}"
27082,"{'label': 'NEU', 'score': 0.9710795879364014}"
27083,"{'label': 'NEU', 'score': 0.9679251909255981}"
27084,"{'label': 'NEU', 'score': 0.6738882660865784}"
27085,"{'label': 'NEU', 'score': 0.9515055418014526}"
27086,"{'label': 'NEU', 'score': 0.9650879502296448}"
27087,"{'label': 'NEU', 'score': 0.9727495908737183}"
27088,"{'label': 'NEG', 'score': 0.7316374778747559}"
27089,"{'label': 'NEU', 'score': 0.9348921775817871}"
27090,"{'label': 'NEU', 'score': 0.9461310505867004}"
27091,"{'label': 'NEU', 'score': 0.9359050989151001}"
27092,"{'label': 'NEU', 'score': 0.8639947772026062}"
27093,"{'label': 'NEG', 'score': 0.9777047634124756}"
27094,"{'label': 'NEU', 'score': 0.733110785484314}"
27095,"{'label': 'NEU', 'score': 0.5798456072807312}"
27096,"{'label': 'NEU', 'score': 0.837099552154541}"
27097,"{'label': 'NEU', 'score': 0.9030593037605286}"
27098,"{'label': 'NEG', 'score': 0.8229239583015442}"
27099,"{'label': 'NEU', 'score': 0.9038488864898682}"
27100,"{'label': 'NEU', 'score': 0.9694613814353943}"
27101,"{'label': 'POS', 'score': 0.5386284589767456}"
27102,"{'label': 'NEU', 'score': 0.9680243730545044}"
27103,"{'label': 'NEU', 'score': 0.8881469964981079}"
27104,"{'label': 'NEU', 'score': 0.9773598313331604}"
27105,"{'label': 'NEU', 'score': 0.8301246762275696}"
27106,"{'label': 'NEU', 'score': 0.9660263061523438}"
27107,"{'label': 'NEU', 'score': 0.872990071773529}"
27108,"{'label': 'POS', 'score': 0.8738793134689331}"
27109,"{'label': 'NEU', 'score': 0.7343239784240723}"
27110,"{'label': 'NEU', 'score': 0.9455920457839966}"
27111,"{'label': 'NEU', 'score': 0.896051287651062}"
27112,"{'label': 'NEU', 'score': 0.7637983560562134}"
27113,"{'label': 'NEU', 'score': 0.6411874294281006}"
27114,"{'label': 'NEU', 'score': 0.6312228441238403}"
27115,"{'label': 'NEU', 'score': 0.9676369428634644}"
27116,"{'label': 'POS', 'score': 0.8462624549865723}"
27117,"{'label': 'NEU', 'score': 0.6351733803749084}"
27118,"{'label': 'NEU', 'score': 0.5699549913406372}"
27119,"{'label': 'POS', 'score': 0.7852595448493958}"
27120,"{'label': 'NEU', 'score': 0.9389228224754333}"
27121,"{'label': 'POS', 'score': 0.7905349135398865}"
27122,"{'label': 'POS', 'score': 0.8987553715705872}"
27123,"{'label': 'POS', 'score': 0.8739159107208252}"
27124,"{'label': 'NEU', 'score': 0.937495231628418}"
27125,"{'label': 'NEU', 'score': 0.9726034998893738}"
27126,"{'label': 'NEU', 'score': 0.9004979133605957}"
27127,"{'label': 'NEU', 'score': 0.9317255020141602}"
27128,"{'label': 'NEU', 'score': 0.5253210067749023}"
27129,"{'label': 'NEU', 'score': 0.9495289921760559}"
27130,"{'label': 'NEU', 'score': 0.8957442045211792}"
27131,"{'label': 'POS', 'score': 0.8935294151306152}"
27132,"{'label': 'NEU', 'score': 0.9032202363014221}"
27133,"{'label': 'NEU', 'score': 0.9688848853111267}"
27134,"{'label': 'NEU', 'score': 0.9118660688400269}"
27135,"{'label': 'NEU', 'score': 0.7237696051597595}"
27136,"{'label': 'NEU', 'score': 0.7451289296150208}"
27137,"{'label': 'NEU', 'score': 0.8591236472129822}"
27138,"{'label': 'NEU', 'score': 0.7452884912490845}"
27139,"{'label': 'NEU', 'score': 0.8284231424331665}"
27140,"{'label': 'NEU', 'score': 0.8950172066688538}"
27141,"{'label': 'NEU', 'score': 0.9038895964622498}"
27142,"{'label': 'POS', 'score': 0.9890334606170654}"
27143,"{'label': 'NEG', 'score': 0.7891213893890381}"
27144,"{'label': 'NEU', 'score': 0.9709641933441162}"
27145,"{'label': 'NEU', 'score': 0.89068204164505}"
27146,"{'label': 'NEU', 'score': 0.5227718353271484}"
27147,"{'label': 'POS', 'score': 0.881980299949646}"
27148,"{'label': 'NEU', 'score': 0.9430505037307739}"
27149,"{'label': 'NEU', 'score': 0.8619645237922668}"
27150,"{'label': 'NEU', 'score': 0.8715812563896179}"
27151,"{'label': 'NEU', 'score': 0.9740111827850342}"
27152,"{'label': 'NEU', 'score': 0.595550000667572}"
27153,"{'label': 'NEU', 'score': 0.9113911986351013}"
27154,"{'label': 'NEU', 'score': 0.7037540078163147}"
27155,"{'label': 'NEU', 'score': 0.8853112459182739}"
27156,"{'label': 'NEU', 'score': 0.9451769590377808}"
27157,"{'label': 'NEU', 'score': 0.9017905592918396}"
27158,"{'label': 'NEU', 'score': 0.8614931702613831}"
27159,"{'label': 'NEG', 'score': 0.7492902278900146}"
27160,"{'label': 'POS', 'score': 0.9284791946411133}"
27161,"{'label': 'NEU', 'score': 0.7681998014450073}"
27162,"{'label': 'NEU', 'score': 0.8631976842880249}"
27163,"{'label': 'NEG', 'score': 0.7302979230880737}"
27164,"{'label': 'NEG', 'score': 0.8193637132644653}"
27165,"{'label': 'POS', 'score': 0.9296671748161316}"
27166,"{'label': 'POS', 'score': 0.8858361840248108}"
27167,"{'label': 'NEU', 'score': 0.6639184355735779}"
27168,"{'label': 'NEU', 'score': 0.5147523283958435}"
27169,"{'label': 'NEU', 'score': 0.8961593508720398}"
27170,"{'label': 'POS', 'score': 0.5695135593414307}"
27171,"{'label': 'NEU', 'score': 0.5589020848274231}"
27172,"{'label': 'POS', 'score': 0.6436590552330017}"
27173,"{'label': 'NEU', 'score': 0.9526109099388123}"
27174,"{'label': 'NEU', 'score': 0.9184151291847229}"
27175,"{'label': 'NEU', 'score': 0.9003587365150452}"
27176,"{'label': 'NEU', 'score': 0.9405039548873901}"
27177,"{'label': 'NEU', 'score': 0.623873770236969}"
27178,"{'label': 'POS', 'score': 0.7547740340232849}"
27179,"{'label': 'POS', 'score': 0.913544237613678}"
27180,"{'label': 'POS', 'score': 0.8391762375831604}"
27181,"{'label': 'POS', 'score': 0.7331728935241699}"
27182,"{'label': 'NEU', 'score': 0.942293643951416}"
27183,"{'label': 'POS', 'score': 0.6314867734909058}"
27184,"{'label': 'POS', 'score': 0.9260934591293335}"
27185,"{'label': 'NEU', 'score': 0.8633005619049072}"
27186,"{'label': 'NEU', 'score': 0.9646846055984497}"
27187,"{'label': 'NEU', 'score': 0.8862881064414978}"
27188,"{'label': 'NEU', 'score': 0.814917802810669}"
27189,"{'label': 'NEU', 'score': 0.6256756782531738}"
27190,"{'label': 'NEU', 'score': 0.92257159948349}"
27191,"{'label': 'NEU', 'score': 0.9562177658081055}"
27192,"{'label': 'NEG', 'score': 0.7338071465492249}"
27193,"{'label': 'NEU', 'score': 0.9457021355628967}"
27194,"{'label': 'NEU', 'score': 0.7031158208847046}"
27195,"{'label': 'NEU', 'score': 0.9497964382171631}"
27196,"{'label': 'POS', 'score': 0.9189988970756531}"
27197,"{'label': 'POS', 'score': 0.6044308543205261}"
27198,"{'label': 'NEU', 'score': 0.8528498411178589}"
27199,"{'label': 'NEU', 'score': 0.8862881064414978}"
27200,"{'label': 'NEU', 'score': 0.857017457485199}"
27201,"{'label': 'NEU', 'score': 0.5922396779060364}"
27202,"{'label': 'NEU', 'score': 0.9315444231033325}"
27203,"{'label': 'NEU', 'score': 0.8468589782714844}"
27204,"{'label': 'NEU', 'score': 0.5922396779060364}"
27205,"{'label': 'NEU', 'score': 0.727533757686615}"
27206,"{'label': 'POS', 'score': 0.7378645539283752}"
27207,"{'label': 'POS', 'score': 0.5894502401351929}"
27208,"{'label': 'NEU', 'score': 0.6376162171363831}"
27209,"{'label': 'NEU', 'score': 0.9321355223655701}"
27210,"{'label': 'POS', 'score': 0.8826632499694824}"
27211,"{'label': 'POS', 'score': 0.8429526686668396}"
27212,"{'label': 'NEU', 'score': 0.7921869158744812}"
27213,"{'label': 'NEU', 'score': 0.9223703742027283}"
27214,"{'label': 'NEU', 'score': 0.9587194323539734}"
27215,"{'label': 'POS', 'score': 0.9738011956214905}"
27216,"{'label': 'POS', 'score': 0.7099968791007996}"
27217,"{'label': 'NEU', 'score': 0.6483958959579468}"
27218,"{'label': 'NEU', 'score': 0.9492311477661133}"
27219,"{'label': 'NEU', 'score': 0.5613487362861633}"
27220,"{'label': 'NEU', 'score': 0.9666807651519775}"
27221,"{'label': 'NEU', 'score': 0.9383194446563721}"
27222,"{'label': 'NEG', 'score': 0.927467942237854}"
27223,"{'label': 'NEU', 'score': 0.8022224307060242}"
27224,"{'label': 'POS', 'score': 0.9551728963851929}"
27225,"{'label': 'NEG', 'score': 0.7987643480300903}"
27226,"{'label': 'NEU', 'score': 0.7419382333755493}"
27227,"{'label': 'NEU', 'score': 0.8503715395927429}"
27228,"{'label': 'NEU', 'score': 0.8162513971328735}"
27229,"{'label': 'POS', 'score': 0.5900980830192566}"
27230,"{'label': 'NEU', 'score': 0.8022224307060242}"
27231,"{'label': 'NEU', 'score': 0.9375014305114746}"
27232,"{'label': 'POS', 'score': 0.6817410588264465}"
27233,"{'label': 'POS', 'score': 0.8936837315559387}"
27234,"{'label': 'NEU', 'score': 0.9563004374504089}"
27235,"{'label': 'POS', 'score': 0.9239281415939331}"
27236,"{'label': 'POS', 'score': 0.516711950302124}"
27237,"{'label': 'NEU', 'score': 0.8633005619049072}"
27238,"{'label': 'POS', 'score': 0.9799821376800537}"
27239,"{'label': 'POS', 'score': 0.965941309928894}"
27240,"{'label': 'NEU', 'score': 0.9426893591880798}"
27241,"{'label': 'NEG', 'score': 0.6971496343612671}"
27242,"{'label': 'POS', 'score': 0.923761785030365}"
27243,"{'label': 'POS', 'score': 0.9155116677284241}"
27244,"{'label': 'NEG', 'score': 0.8266273140907288}"
27245,"{'label': 'NEG', 'score': 0.6185529828071594}"
27246,"{'label': 'POS', 'score': 0.581560492515564}"
27247,"{'label': 'NEU', 'score': 0.5049563646316528}"
27248,"{'label': 'POS', 'score': 0.7521839141845703}"
27249,"{'label': 'NEU', 'score': 0.6487590074539185}"
27250,"{'label': 'NEG', 'score': 0.9299364686012268}"
27251,"{'label': 'POS', 'score': 0.8693762421607971}"
27252,"{'label': 'NEU', 'score': 0.7041487693786621}"
27253,"{'label': 'NEU', 'score': 0.5410764813423157}"
27254,"{'label': 'POS', 'score': 0.9181073307991028}"
27255,"{'label': 'NEU', 'score': 0.6317633390426636}"
27256,"{'label': 'NEU', 'score': 0.8246985673904419}"
27257,"{'label': 'POS', 'score': 0.8503724336624146}"
27258,"{'label': 'POS', 'score': 0.7577822208404541}"
27259,"{'label': 'NEG', 'score': 0.6971496343612671}"
27260,"{'label': 'POS', 'score': 0.965941309928894}"
27261,"{'label': 'NEU', 'score': 0.9342021942138672}"
27262,"{'label': 'POS', 'score': 0.9339420795440674}"
27263,"{'label': 'NEU', 'score': 0.8642513155937195}"
27264,"{'label': 'NEG', 'score': 0.9786034226417542}"
27265,"{'label': 'NEU', 'score': 0.6406038999557495}"
27266,"{'label': 'NEU', 'score': 0.8633005619049072}"
27267,"{'label': 'NEU', 'score': 0.935827910900116}"
27268,"{'label': 'POS', 'score': 0.8163467049598694}"
27269,"{'label': 'NEU', 'score': 0.8988185524940491}"
27270,"{'label': 'NEU', 'score': 0.9616062641143799}"
27271,"{'label': 'NEU', 'score': 0.9212760329246521}"
27272,"{'label': 'POS', 'score': 0.6642597317695618}"
27273,"{'label': 'POS', 'score': 0.813058078289032}"
27274,"{'label': 'POS', 'score': 0.8500126004219055}"
27275,"{'label': 'NEU', 'score': 0.5781126618385315}"
27276,"{'label': 'POS', 'score': 0.920198917388916}"
27277,"{'label': 'POS', 'score': 0.9906238913536072}"
27278,"{'label': 'POS', 'score': 0.8376299142837524}"
27279,"{'label': 'NEU', 'score': 0.9342246055603027}"
27280,"{'label': 'NEU', 'score': 0.9283382296562195}"
27281,"{'label': 'NEU', 'score': 0.9242410063743591}"
27282,"{'label': 'POS', 'score': 0.9674245715141296}"
27283,"{'label': 'NEU', 'score': 0.9328874349594116}"
27284,"{'label': 'NEU', 'score': 0.9590140581130981}"
27285,"{'label': 'NEU', 'score': 0.8249073028564453}"
27286,"{'label': 'NEU', 'score': 0.5573651194572449}"
27287,"{'label': 'NEU', 'score': 0.9446204900741577}"
27288,"{'label': 'NEU', 'score': 0.9557574987411499}"
27289,"{'label': 'POS', 'score': 0.646479606628418}"
27290,"{'label': 'POS', 'score': 0.646479606628418}"
27291,"{'label': 'NEU', 'score': 0.631530225276947}"
27292,"{'label': 'POS', 'score': 0.6966724395751953}"
27293,"{'label': 'NEU', 'score': 0.9559070467948914}"
27294,"{'label': 'NEU', 'score': 0.8534938097000122}"
27295,"{'label': 'POS', 'score': 0.7451989650726318}"
27296,"{'label': 'POS', 'score': 0.9759117960929871}"
27297,"{'label': 'POS', 'score': 0.9591007828712463}"
27298,"{'label': 'POS', 'score': 0.8608999848365784}"
27299,"{'label': 'NEU', 'score': 0.9212760329246521}"
27300,"{'label': 'NEU', 'score': 0.8058622479438782}"
27301,"{'label': 'NEU', 'score': 0.9595857262611389}"
27302,"{'label': 'NEU', 'score': 0.7706993818283081}"
27303,"{'label': 'NEU', 'score': 0.8602807521820068}"
27304,"{'label': 'NEG', 'score': 0.5641400814056396}"
27305,"{'label': 'NEG', 'score': 0.5097822546958923}"
27306,"{'label': 'NEU', 'score': 0.9688342809677124}"
27307,"{'label': 'NEU', 'score': 0.9668219089508057}"
27308,"{'label': 'NEU', 'score': 0.9226956367492676}"
27309,"{'label': 'POS', 'score': 0.8244876861572266}"
